# x_fitting, y_fitting
0.261,0.786
0.262,0.785
0.263,0.784
0.263,0.784
0.264,0.783
0.265,0.782
0.266,0.782
0.267,0.781
0.267,0.780
0.268,0.780
0.269,0.779
0.270,0.778
0.271,0.778
0.271,0.777
0.272,0.776
0.273,0.775
0.274,0.775
0.275,0.774
0.275,0.773
0.276,0.773
0.277,0.772
0.278,0.771
0.279,0.771
0.279,0.770
0.280,0.769
0.281,0.768
0.282,0.768
0.283,0.767
0.283,0.766
0.284,0.766
0.285,0.765
0.286,0.764
0.287,0.764
0.287,0.763
0.288,0.762
0.289,0.761
0.290,0.761
0.291,0.760
0.291,0.759
0.292,0.759
0.293,0.758
0.294,0.757
0.295,0.756
0.295,0.756
0.296,0.755
0.297,0.754
0.298,0.754
0.299,0.753
0.299,0.752
0.300,0.751
0.301,0.751
0.302,0.750
0.303,0.749
0.303,0.749
0.304,0.748
0.305,0.747
0.306,0.746
0.307,0.746
0.307,0.745
0.308,0.744
0.309,0.743
0.310,0.743
0.311,0.742
0.311,0.741
0.312,0.740
0.313,0.740
0.314,0.739
0.315,0.738
0.315,0.738
0.316,0.737
0.317,0.736
0.318,0.735
0.319,0.735
0.319,0.734
0.320,0.733
0.321,0.732
0.322,0.732
0.323,0.731
0.323,0.730
0.324,0.729
0.325,0.729
0.326,0.728
0.327,0.727
0.327,0.726
0.328,0.726
0.329,0.725
0.330,0.724
0.331,0.723
0.331,0.723
0.332,0.722
0.333,0.721
0.334,0.720
0.335,0.720
0.335,0.719
0.336,0.718
0.337,0.717
0.338,0.717
0.339,0.716
0.339,0.715
0.340,0.714
0.341,0.714
0.342,0.713
0.343,0.712
0.343,0.711
0.344,0.711
0.345,0.710
0.346,0.709
0.347,0.708
0.347,0.708
0.348,0.707
0.349,0.706
0.350,0.705
0.351,0.705
0.351,0.704
0.352,0.703
0.353,0.702
0.354,0.702
0.355,0.701
0.355,0.700
0.356,0.699
0.357,0.699
0.358,0.698
0.359,0.697
0.359,0.696
0.360,0.696
0.361,0.695
0.362,0.694
0.363,0.693
0.363,0.693
0.364,0.692
0.365,0.691
0.366,0.690
0.367,0.690
0.367,0.689
0.368,0.688
0.369,0.687
0.370,0.687
0.371,0.686
0.371,0.685
0.372,0.684
0.373,0.683
0.374,0.683
0.375,0.682
0.375,0.681
0.376,0.680
0.377,0.680
0.378,0.679
0.379,0.678
0.379,0.677
0.380,0.677
0.381,0.676
0.382,0.675
0.383,0.674
0.383,0.674
0.384,0.673
0.385,0.672
0.386,0.671
0.387,0.671
0.387,0.670
0.388,0.669
0.389,0.668
0.390,0.668
0.391,0.667
0.391,0.666
0.392,0.665
0.393,0.664
0.394,0.664
0.395,0.663
0.395,0.662
0.396,0.661
0.397,0.661
0.398,0.660
0.399,0.659
0.399,0.658
0.400,0.658
0.401,0.657
0.402,0.656
0.403,0.655
0.403,0.655
0.404,0.654
0.405,0.653
0.406,0.652
0.407,0.652
0.407,0.651
0.408,0.650
0.409,0.649
0.410,0.649
0.411,0.648
0.411,0.647
0.412,0.646
0.413,0.645
0.414,0.645
0.415,0.644
0.415,0.643
0.416,0.642
0.417,0.642
0.418,0.641
0.419,0.640
0.419,0.639
0.420,0.639
0.421,0.638
0.422,0.637
0.423,0.636
0.423,0.636
0.424,0.635
0.425,0.634
0.426,0.633
0.427,0.633
0.427,0.632
0.428,0.631
0.429,0.630
0.430,0.630
0.431,0.629
0.431,0.628
0.432,0.627
0.433,0.627
0.434,0.626
0.435,0.625
0.435,0.624
0.436,0.624
0.437,0.623
0.438,0.622
0.439,0.621
0.439,0.621
0.440,0.620
0.441,0.619
0.442,0.618
0.443,0.618
0.443,0.617
0.444,0.616
0.445,0.615
0.446,0.615
0.447,0.614
0.447,0.613
0.448,0.612
0.449,0.612
0.450,0.611
0.451,0.610
0.451,0.609
0.452,0.609
0.453,0.608
0.454,0.607
0.455,0.606
0.455,0.606
0.456,0.605
0.457,0.604
0.458,0.604
0.459,0.603
0.459,0.602
0.460,0.601
0.461,0.601
0.462,0.600
0.463,0.599
0.463,0.598
0.464,0.598
0.465,0.597
0.466,0.596
0.467,0.595
0.467,0.595
0.468,0.594
0.469,0.593
0.470,0.592
0.471,0.592
0.471,0.591
0.472,0.590
0.473,0.590
0.474,0.589
0.475,0.588
0.475,0.587
0.476,0.587
0.477,0.586
0.478,0.585
0.479,0.584
0.479,0.584
0.480,0.583
0.481,0.582
0.482,0.582
0.483,0.581
0.483,0.580
0.484,0.579
0.485,0.579
0.486,0.578
0.487,0.577
0.487,0.577
0.488,0.576
0.489,0.575
0.490,0.574
0.491,0.574
0.491,0.573
0.492,0.572
0.493,0.572
0.494,0.571
0.495,0.570
0.495,0.569
0.496,0.569
0.497,0.568
0.498,0.567
0.499,0.567
0.499,0.566
0.500,0.565
0.501,0.564
0.502,0.564
0.503,0.563
0.503,0.562
0.504,0.562
0.505,0.561
0.506,0.560
0.507,0.559
0.507,0.559
0.508,0.558
0.509,0.557
0.510,0.557
0.511,0.556
0.511,0.555
0.512,0.555
0.513,0.554
0.514,0.553
0.515,0.553
0.515,0.552
0.516,0.551
0.517,0.550
0.518,0.550
0.519,0.549
0.519,0.548
0.520,0.548
0.521,0.547
0.522,0.546
0.523,0.546
0.523,0.545
0.524,0.544
0.525,0.544
0.526,0.543
0.527,0.542
0.527,0.541
0.528,0.541
0.529,0.540
0.530,0.539
0.531,0.539
0.531,0.538
0.532,0.537
0.533,0.537
0.534,0.536
0.535,0.535
0.535,0.535
0.536,0.534
0.537,0.533
0.538,0.533
0.539,0.532
0.539,0.531
0.540,0.531
0.541,0.530
0.542,0.529
0.543,0.529
0.543,0.528
0.544,0.527
0.545,0.527
0.546,0.526
0.547,0.525
0.547,0.525
0.548,0.524
0.549,0.523
0.550,0.523
0.551,0.522
0.551,0.521
0.552,0.521
0.553,0.520
0.554,0.519
0.555,0.519
0.555,0.518
0.556,0.517
0.557,0.517
0.558,0.516
0.559,0.516
0.559,0.515
0.560,0.514
0.561,0.514
0.562,0.513
0.563,0.512
0.563,0.512
0.564,0.511
0.565,0.510
0.566,0.510
0.567,0.509
0.567,0.508
0.568,0.508
0.569,0.507
0.570,0.506
0.571,0.506
0.571,0.505
0.572,0.505
0.573,0.504
0.574,0.503
0.575,0.503
0.575,0.502
0.576,0.501
0.577,0.501
0.578,0.500
0.579,0.500
0.579,0.499
0.580,0.498
0.581,0.498
0.582,0.497
0.583,0.496
0.583,0.496
0.584,0.495
0.585,0.495
0.586,0.494
0.587,0.493
0.587,0.493
0.588,0.492
0.589,0.491
0.590,0.491
0.591,0.490
0.591,0.490
0.592,0.489
0.593,0.488
0.594,0.488
0.595,0.487
0.595,0.487
0.596,0.486
0.597,0.485
0.598,0.485
0.599,0.484
0.599,0.484
0.600,0.483
0.601,0.482
0.602,0.482
0.603,0.481
0.604,0.481
0.604,0.480
0.605,0.479
0.606,0.479
0.607,0.478
0.608,0.478
0.608,0.477
0.609,0.476
0.610,0.476
0.611,0.475
0.612,0.475
0.612,0.474
0.613,0.473
0.614,0.473
0.615,0.472
0.616,0.472
0.616,0.471
0.617,0.471
0.618,0.470
0.619,0.469
0.620,0.469
0.620,0.468
0.621,0.468
0.622,0.467
0.623,0.467
0.624,0.466
0.624,0.465
0.625,0.465
0.626,0.464
0.627,0.464
0.628,0.463
0.628,0.463
0.629,0.462
0.630,0.461
0.631,0.461
0.632,0.460
0.632,0.460
0.633,0.459
0.634,0.459
0.635,0.458
0.636,0.458
0.636,0.457
0.637,0.456
0.638,0.456
0.639,0.455
0.640,0.455
0.640,0.454
0.641,0.454
0.642,0.453
0.643,0.453
0.644,0.452
0.644,0.451
0.645,0.451
0.646,0.450
0.647,0.450
0.648,0.449
0.648,0.449
0.649,0.448
0.650,0.448
0.651,0.447
0.652,0.447
0.652,0.446
0.653,0.446
0.654,0.445
0.655,0.444
0.656,0.444
0.656,0.443
0.657,0.443
0.658,0.442
0.659,0.442
0.660,0.441
0.660,0.441
0.661,0.440
0.662,0.440
0.663,0.439
0.664,0.439
0.664,0.438
0.665,0.438
0.666,0.437
0.667,0.437
0.668,0.436
0.668,0.436
0.669,0.435
0.670,0.435
0.671,0.434
0.672,0.434
0.672,0.433
0.673,0.433
0.674,0.432
0.675,0.432
0.676,0.431
0.676,0.431
0.677,0.430
0.678,0.430
0.679,0.429
0.680,0.429
0.680,0.428
0.681,0.428
0.682,0.427
0.683,0.427
0.684,0.426
0.684,0.426
0.685,0.425
0.686,0.425
0.687,0.424
0.688,0.424
0.688,0.423
0.689,0.423
0.690,0.422
0.691,0.422
0.692,0.421
0.692,0.421
0.693,0.420
0.694,0.420
0.695,0.419
0.696,0.419
0.696,0.418
0.697,0.418
0.698,0.417
0.699,0.417
0.700,0.416
0.700,0.416
0.701,0.416
0.702,0.415
0.703,0.415
0.704,0.414
0.704,0.414
0.705,0.413
0.706,0.413
0.707,0.412
0.708,0.412
0.708,0.411
0.709,0.411
0.710,0.410
0.711,0.410
0.712,0.410
0.712,0.409
0.713,0.409
0.714,0.408
0.715,0.408
0.716,0.407
0.716,0.407
0.717,0.406
0.718,0.406
0.719,0.406
0.720,0.405
0.720,0.405
0.721,0.404
0.722,0.404
0.723,0.403
0.724,0.403
0.724,0.402
0.725,0.402
0.726,0.402
0.727,0.401
0.728,0.401
0.728,0.400
0.729,0.400
0.730,0.399
0.731,0.399
0.732,0.399
0.732,0.398
0.733,0.398
0.734,0.397
0.735,0.397
0.736,0.396
0.736,0.396
0.737,0.396
0.738,0.395
0.739,0.395
0.740,0.394
0.740,0.394
0.741,0.394
0.742,0.393
0.743,0.393
0.744,0.392
0.744,0.392
0.745,0.392
0.746,0.391
0.747,0.391
0.748,0.390
0.748,0.390
0.749,0.389
0.750,0.389
0.751,0.389
0.752,0.388
0.752,0.388
0.753,0.387
0.754,0.387
0.755,0.387
0.756,0.386
0.756,0.386
0.757,0.386
0.758,0.385
0.759,0.385
0.760,0.384
0.760,0.384
0.761,0.384
0.762,0.383
0.763,0.383
0.764,0.382
0.764,0.382
0.765,0.382
0.766,0.381
0.767,0.381
0.768,0.381
0.768,0.380
0.769,0.380
0.770,0.379
0.771,0.379
0.772,0.379
0.772,0.378
0.773,0.378
0.774,0.378
0.775,0.377
0.776,0.377
0.776,0.376
0.777,0.376
0.778,0.376
0.779,0.375
0.780,0.375
0.780,0.375
0.781,0.374
0.782,0.374
0.783,0.374
0.784,0.373
0.784,0.373
0.785,0.372
0.786,0.372
0.787,0.372
0.788,0.371
0.788,0.371
0.789,0.371
0.790,0.370
0.791,0.370
0.792,0.370
0.792,0.369
0.793,0.369
0.794,0.369
0.795,0.368
0.796,0.368
0.796,0.368
0.797,0.367
0.798,0.367
0.799,0.367
0.800,0.366
0.800,0.366
0.801,0.366
0.802,0.365
0.803,0.365
0.804,0.365
0.804,0.364
0.805,0.364
0.806,0.364
0.807,0.363
0.808,0.363
0.808,0.363
0.809,0.362
0.810,0.362
0.811,0.362
0.812,0.361
0.812,0.361
0.813,0.361
0.814,0.360
0.815,0.360
0.816,0.360
0.816,0.359
0.817,0.359
0.818,0.359
0.819,0.359
0.820,0.358
0.820,0.358
0.821,0.358
0.822,0.357
0.823,0.357
0.824,0.357
0.824,0.356
0.825,0.356
0.826,0.356
0.827,0.355
0.828,0.355
0.828,0.355
0.829,0.355
0.830,0.354
0.831,0.354
0.832,0.354
0.832,0.353
0.833,0.353
0.834,0.353
0.835,0.352
0.836,0.352
0.836,0.352
0.837,0.352
0.838,0.351
0.839,0.351
0.840,0.351
0.840,0.350
0.841,0.350
0.842,0.350
0.843,0.350
0.844,0.349
0.844,0.349
0.845,0.349
0.846,0.349
0.847,0.348
0.848,0.348
0.848,0.348
0.849,0.347
0.850,0.347
0.851,0.347
0.852,0.347
0.852,0.346
0.853,0.346
0.854,0.346
0.855,0.346
0.856,0.345
0.856,0.345
0.857,0.345
0.858,0.344
0.859,0.344
0.860,0.344
0.860,0.344
0.861,0.343
0.862,0.343
0.863,0.343
0.864,0.343
0.864,0.342
0.865,0.342
0.866,0.342
0.867,0.342
0.868,0.341
0.868,0.341
0.869,0.341
0.870,0.341
0.871,0.340
0.872,0.340
0.872,0.340
0.873,0.340
0.874,0.339
0.875,0.339
0.876,0.339
0.876,0.339
0.877,0.338
0.878,0.338
0.879,0.338
0.880,0.338
0.880,0.337
0.881,0.337
0.882,0.337
0.883,0.337
0.884,0.337
0.884,0.336
0.885,0.336
0.886,0.336
0.887,0.336
0.888,0.335
0.888,0.335
0.889,0.335
0.890,0.335
0.891,0.334
0.892,0.334
0.892,0.334
0.893,0.334
0.894,0.334
0.895,0.333
0.896,0.333
0.896,0.333
0.897,0.333
0.898,0.332
0.899,0.332
0.900,0.332
0.900,0.332
0.901,0.332
0.902,0.331
0.903,0.331
0.904,0.331
0.904,0.331
0.905,0.331
0.906,0.330
0.907,0.330
0.908,0.330
0.908,0.330
0.909,0.329
0.910,0.329
0.911,0.329
0.912,0.329
0.912,0.329
0.913,0.328
0.914,0.328
0.915,0.328
0.916,0.328
0.916,0.328
0.917,0.327
0.918,0.327
0.919,0.327
0.920,0.327
0.920,0.327
0.921,0.326
0.922,0.326
0.923,0.326
0.924,0.326
0.924,0.326
0.925,0.325
0.926,0.325
0.927,0.325
0.928,0.325
0.928,0.325
0.929,0.325
0.930,0.324
0.931,0.324
0.932,0.324
0.932,0.324
0.933,0.324
0.934,0.323
0.935,0.323
0.936,0.323
0.936,0.323
0.937,0.323
0.938,0.323
0.939,0.322
0.940,0.322
0.940,0.322
0.941,0.322
0.942,0.322
0.943,0.322
0.944,0.321
0.944,0.321
0.945,0.321
0.946,0.321
0.947,0.321
0.948,0.320
0.948,0.320
0.949,0.320
0.950,0.320
0.951,0.320
0.952,0.320
0.952,0.319
0.953,0.319
0.954,0.319
0.955,0.319
0.956,0.319
0.956,0.319
0.957,0.319
0.958,0.318
0.959,0.318
0.960,0.318
0.960,0.318
0.961,0.318
0.962,0.318
0.963,0.317
0.964,0.317
0.964,0.317
0.965,0.317
0.966,0.317
0.967,0.317
0.968,0.317
0.968,0.316
0.969,0.316
0.970,0.316
0.971,0.316
0.972,0.316
0.972,0.316
0.973,0.315
0.974,0.315
0.975,0.315
0.976,0.315
0.976,0.315
0.977,0.315
0.978,0.315
0.979,0.314
0.980,0.314
0.980,0.314
0.981,0.314
0.982,0.314
0.983,0.314
0.984,0.314
0.984,0.314
0.985,0.313
0.986,0.313
0.987,0.313
0.988,0.313
0.988,0.313
0.989,0.313
0.990,0.313
0.991,0.312
0.992,0.312
0.992,0.312
0.993,0.312
0.994,0.312
0.995,0.312
0.996,0.312
0.996,0.312
0.997,0.311
0.998,0.311
0.999,0.311
1.000,0.311
1.001,0.311
1.001,0.311
1.002,0.311
1.003,0.311
1.004,0.310
1.005,0.310
1.005,0.310
1.006,0.310
1.007,0.310
1.008,0.310
1.009,0.310
1.009,0.310
1.010,0.309
1.011,0.309
1.012,0.309
1.013,0.309
1.013,0.309
1.014,0.309
1.015,0.309
1.016,0.309
1.017,0.309
1.017,0.308
1.018,0.308
1.019,0.308
1.020,0.308
1.021,0.308
1.021,0.308
1.022,0.308
1.023,0.308
1.024,0.308
1.025,0.308
1.025,0.307
1.026,0.307
1.027,0.307
1.028,0.307
1.029,0.307
1.029,0.307
1.030,0.307
1.031,0.307
1.032,0.307
1.033,0.306
1.033,0.306
1.034,0.306
1.035,0.306
1.036,0.306
1.037,0.306
1.037,0.306
1.038,0.306
1.039,0.306
1.040,0.306
1.041,0.306
1.041,0.305
1.042,0.305
1.043,0.305
1.044,0.305
1.045,0.305
1.045,0.305
1.046,0.305
1.047,0.305
1.048,0.305
1.049,0.305
1.049,0.305
1.050,0.304
1.051,0.304
1.052,0.304
1.053,0.304
1.053,0.304
1.054,0.304
1.055,0.304
1.056,0.304
1.057,0.304
1.057,0.304
1.058,0.304
1.059,0.303
1.060,0.303
1.061,0.303
1.061,0.303
1.062,0.303
1.063,0.303
1.064,0.303
1.065,0.303
1.065,0.303
1.066,0.303
1.067,0.303
1.068,0.303
1.069,0.303
1.069,0.302
1.070,0.302
1.071,0.302
1.072,0.302
1.073,0.302
1.073,0.302
1.074,0.302
1.075,0.302
1.076,0.302
1.077,0.302
1.077,0.302
1.078,0.302
1.079,0.302
1.080,0.301
1.081,0.301
1.081,0.301
1.082,0.301
1.083,0.301
1.084,0.301
1.085,0.301
1.085,0.301
1.086,0.301
1.087,0.301
1.088,0.301
1.089,0.301
1.089,0.301
1.090,0.301
1.091,0.301
1.092,0.300
1.093,0.300
1.093,0.300
1.094,0.300
1.095,0.300
1.096,0.300
1.097,0.300
1.097,0.300
1.098,0.300
1.099,0.300
1.100,0.300
1.101,0.300
1.101,0.300
1.102,0.300
1.103,0.300
1.104,0.300
1.105,0.299
1.105,0.299
1.106,0.299
1.107,0.299
1.108,0.299
1.109,0.299
1.109,0.299
1.110,0.299
1.111,0.299
1.112,0.299
1.113,0.299
1.113,0.299
1.114,0.299
1.115,0.299
1.116,0.299
1.117,0.299
1.117,0.299
1.118,0.298
1.119,0.298
1.120,0.298
1.121,0.298
1.121,0.298
1.122,0.298
1.123,0.298
1.124,0.298
1.125,0.298
1.125,0.298
1.126,0.298
1.127,0.298
1.128,0.298
1.129,0.298
1.129,0.298
1.130,0.298
1.131,0.298
1.132,0.298
1.133,0.298
1.133,0.298
1.134,0.297
1.135,0.297
1.136,0.297
1.137,0.297
1.137,0.297
1.138,0.297
1.139,0.297
1.140,0.297
1.141,0.297
1.141,0.297
1.142,0.297
1.143,0.297
1.144,0.297
1.145,0.297
1.145,0.297
1.146,0.297
1.147,0.297
1.148,0.297
1.149,0.297
1.149,0.297
1.150,0.297
1.151,0.297
1.152,0.297
1.153,0.296
1.153,0.296
1.154,0.296
1.155,0.296
1.156,0.296
1.157,0.296
1.157,0.296
1.158,0.296
1.159,0.296
1.160,0.296
1.161,0.296
1.161,0.296
1.162,0.296
1.163,0.296
1.164,0.296
1.165,0.296
1.165,0.296
1.166,0.296
1.167,0.296
1.168,0.296
1.169,0.296
1.169,0.296
1.170,0.296
1.171,0.296
1.172,0.296
1.173,0.296
1.173,0.296
1.174,0.295
1.175,0.295
1.176,0.295
1.177,0.295
1.177,0.295
1.178,0.295
1.179,0.295
1.180,0.295
1.181,0.295
1.181,0.295
1.182,0.295
1.183,0.295
1.184,0.295
1.185,0.295
1.185,0.295
1.186,0.295
1.187,0.295
1.188,0.295
1.189,0.295
1.189,0.295
1.190,0.295
1.191,0.295
1.192,0.295
1.193,0.295
1.193,0.295
1.194,0.295
1.195,0.295
1.196,0.295
1.197,0.295
1.197,0.295
1.198,0.295
1.199,0.294
1.200,0.294
1.201,0.294
1.201,0.294
1.202,0.294
1.203,0.294
1.204,0.294
1.205,0.294
1.205,0.294
1.206,0.294
1.207,0.294
1.208,0.294
1.209,0.294
1.209,0.294
1.210,0.294
1.211,0.294
1.212,0.294
1.213,0.294
1.213,0.294
1.214,0.294
1.215,0.294
1.216,0.294
1.217,0.294
1.217,0.294
1.218,0.294
1.219,0.294
1.220,0.294
1.221,0.294
1.221,0.294
1.222,0.294
1.223,0.294
1.224,0.294
1.225,0.294
1.225,0.294
1.226,0.294
1.227,0.294
1.228,0.294
1.229,0.294
1.229,0.294
1.230,0.293
1.231,0.293
1.232,0.293
1.233,0.293
1.233,0.293
1.234,0.293
1.235,0.293
1.236,0.293
1.237,0.293
1.237,0.293
1.238,0.293
1.239,0.293
1.240,0.293
1.241,0.293
1.241,0.293
1.242,0.293
1.243,0.293
1.244,0.293
1.245,0.293
1.245,0.293
1.246,0.293
1.247,0.293
1.248,0.293
1.249,0.293
1.249,0.293
1.250,0.293
1.251,0.293
1.252,0.293
1.253,0.293
1.253,0.293
1.254,0.293
1.255,0.293
1.256,0.293
1.257,0.293
1.257,0.293
1.258,0.293
1.259,0.293
1.260,0.293
1.261,0.293
1.261,0.293
1.262,0.293
1.263,0.293
1.264,0.293
1.265,0.293
1.265,0.293
1.266,0.293
1.267,0.293
1.268,0.292
1.269,0.292
1.269,0.292
1.270,0.292
1.271,0.292
1.272,0.292
1.273,0.292
1.273,0.292
1.274,0.292
1.275,0.292
1.276,0.292
1.277,0.292
1.277,0.292
1.278,0.292
1.279,0.292
1.280,0.292
1.281,0.292
1.281,0.292
1.282,0.292
1.283,0.292
1.284,0.292
1.285,0.292
1.285,0.292
1.286,0.292
1.287,0.292
1.288,0.292
1.289,0.292
1.289,0.292
1.290,0.292
1.291,0.292
1.292,0.292
1.293,0.292
1.293,0.292
1.294,0.292
1.295,0.292
1.296,0.292
1.297,0.292
1.297,0.292
1.298,0.292
1.299,0.292
1.300,0.292
1.301,0.292
1.301,0.292
1.302,0.292
1.303,0.292
1.304,0.292
1.305,0.292
1.305,0.292
1.306,0.292
1.307,0.292
1.308,0.292
1.309,0.292
1.309,0.292
1.310,0.292
1.311,0.292
1.312,0.292
1.313,0.291
1.313,0.291
1.314,0.291
1.315,0.291
1.316,0.291
1.317,0.291
1.317,0.291
1.318,0.291
1.319,0.291
1.320,0.291
1.321,0.291
1.321,0.291
1.322,0.291
1.323,0.291
1.324,0.291
1.325,0.291
1.325,0.291
1.326,0.291
1.327,0.291
1.328,0.291
1.329,0.291
1.329,0.291
1.330,0.291
1.331,0.291
1.332,0.291
1.333,0.291
1.333,0.291
1.334,0.291
1.335,0.291
1.336,0.291
1.337,0.291
1.337,0.291
1.338,0.291
1.339,0.291
1.340,0.291
1.341,0.291
1.341,0.291
1.342,0.291
1.343,0.291
1.344,0.291
1.345,0.291
1.345,0.291
1.346,0.291
1.347,0.291
1.348,0.291
1.349,0.291
1.349,0.291
1.350,0.291
1.351,0.291
1.352,0.291
1.353,0.291
1.353,0.291
1.354,0.291
1.355,0.291
1.356,0.291
1.357,0.291
1.357,0.291
1.358,0.291
1.359,0.291
1.360,0.291
1.361,0.291
1.361,0.291
1.362,0.290
1.363,0.290
1.364,0.290
1.365,0.290
1.365,0.290
1.366,0.290
1.367,0.290
1.368,0.290
1.369,0.290
1.369,0.290
1.370,0.290
1.371,0.290
1.372,0.290
1.373,0.290
1.373,0.290
1.374,0.290
1.375,0.290
1.376,0.290
1.377,0.290
1.377,0.290
1.378,0.290
1.379,0.290
1.380,0.290
1.381,0.290
1.381,0.290
1.382,0.290
1.383,0.290
1.384,0.290
1.385,0.290
1.385,0.290
1.386,0.290
1.387,0.290
1.388,0.290
1.389,0.290
1.389,0.290
1.390,0.290
1.391,0.290
1.392,0.290
1.393,0.290
1.393,0.290
1.394,0.290
1.395,0.290
1.396,0.290
1.397,0.290
1.397,0.290
1.398,0.290
1.399,0.290
1.400,0.290
1.401,0.290
1.402,0.290
1.402,0.290
1.403,0.290
1.404,0.290
1.405,0.290
1.406,0.290
1.406,0.290
1.407,0.290
1.408,0.290
1.409,0.290
1.410,0.290
1.410,0.290
1.411,0.290
1.412,0.290
1.413,0.290
1.414,0.290
1.414,0.290
1.415,0.290
1.416,0.290
1.417,0.290
1.418,0.290
1.418,0.290
1.419,0.290
1.420,0.289
1.421,0.289
1.422,0.289
1.422,0.289
1.423,0.289
1.424,0.289
1.425,0.289
1.426,0.289
1.426,0.289
1.427,0.289
1.428,0.289
1.429,0.289
1.430,0.289
1.430,0.289
1.431,0.289
1.432,0.289
1.433,0.289
1.434,0.289
1.434,0.289
1.435,0.289
1.436,0.289
1.437,0.289
1.438,0.289
1.438,0.289
1.439,0.289
1.440,0.289
1.441,0.289
1.442,0.289
1.442,0.289
1.443,0.289
1.444,0.289
1.445,0.289
1.446,0.289
1.446,0.289
1.447,0.289
1.448,0.289
1.449,0.289
1.450,0.289
1.450,0.289
1.451,0.289
1.452,0.289
1.453,0.289
1.454,0.289
1.454,0.289
1.455,0.289
1.456,0.289
1.457,0.289
1.458,0.289
1.458,0.289
1.459,0.289
1.460,0.289
1.461,0.289
1.462,0.289
1.462,0.289
1.463,0.289
1.464,0.289
1.465,0.289
1.466,0.289
1.466,0.289
1.467,0.289
1.468,0.289
1.469,0.289
1.470,0.289
1.470,0.289
1.471,0.289
1.472,0.289
1.473,0.289
1.474,0.289
1.474,0.289
1.475,0.289
1.476,0.289
1.477,0.289
1.478,0.289
1.478,0.289
1.479,0.289
1.480,0.289
1.481,0.289
1.482,0.289
1.482,0.289
1.483,0.289
1.484,0.289
1.485,0.289
1.486,0.289
1.486,0.289
1.487,0.289
1.488,0.289
1.489,0.289
1.490,0.289
1.490,0.289
1.491,0.289
1.492,0.289
1.493,0.289
1.494,0.289
1.494,0.289
1.495,0.289
1.496,0.289
1.497,0.289
